Original_Comment,Cleaned_Comment,Transliterated_Comment
Sister ❤️ जय श्री राम 🚩जय हिन्दुराष्ट्र 🚩🚩,Sister red_heart जय श्री राम triangular_flag जय हिन्दुराष्ट्र triangular_flag triangular_flag,Sister red_heart जय श्री राम triangular_flag जय हिन्दुराष्ट्र triangular_flag triangular_flag
3 किलोमीटर दूर बनेगा यह सिर्फ राजनीति है और कुछ नहीं है,3 किलोमीटर दूर बनेगा यह सिर्फ राजनीति है और कुछ नहीं है,3 kilomeetara doora banegaa yaha sirpha raajaneeti hai aura kucha naheen hai
@sarfrazahmadsiddi अंगूर घट्टे है😂,अंगूर घट्टे है face_with_tears_of_joy,अंगूर घट्टे है face_with_tears_of_joy
@dubey.ji098  अंगूर खट्टे नहीं है,अंगूर खट्टे नहीं है,angoora khatte naheen hai
@dubey.ji098 यह तो तुम लोगों को समझने के लिए अंगूर खट्टे का शब्द बोल रहे हैं,यह तो तुम लोगों को समझने के लिए अंगूर खट्टे का शब्द बोल रहे हैं,yaha to tuma logon ko samajhane ke lie angoora khatte kaa shabda bola rahe hain
@sarfrazahmadsiddi जो होना था बो तो हो गया अब मन को समझाने के लिए कुछ भी समझ लो😂,जो होना था बो तो हो गया अब मन को समझाने के लिए कुछ भी समझ लो face_with_tears_of_joy,jo honaa thaa bo to ho gayaa aba mana ko samajhaane ke lie kucha bhee samajha lo face_with_tears_of_joy
@sarfrazahmadsiddi mirchi kaha kaha lagi ha .. thode din me pata chalega abhi to shuruat ha 🔥,mirchi kaha kaha lagi ha .. thode din me pata chalega abhi to shuruat ha fire,mirchi kaha kaha lagi ha .. thode din me pata chalega abhi to shuruat ha fire
@pronikhil_v2  हेलो दिमाग ठिकाने पर है ना है तेरा गलत शब्द नहीं बिल्कुल भी,हेलो दिमाग ठिकाने पर है ना है तेरा गलत शब्द नहीं बिल्कुल भी,helo dimaaga thikaane para hai naa hai teraa galata shabda naheen bilkula bhee
@pronikhil_v2 मेरे ऊपर कौन सा फर्क पड़ेगा,मेरे ऊपर कौन सा फर्क पड़ेगा,mere oopara kauna saa pharka pa.degaa
@pronikhil_v2 तेरे लिए बस इतना ही कहना चाहता हूं कुछ देर की खामोशी है फिर सोर आएगा तुम्हारा वक्त है हमारा दौर आएगा,तेरे लिए बस इतना ही कहना चाहता हूं कुछ देर की खामोशी है फिर सोर आएगा तुम्हारा वक्त है हमारा दौर आएगा,tere lie basa itanaa hee kahanaa chaahataa hoon kucha dera kee khaamoshee hai phira sora aaegaa tumhaaraa vakta hai hamaaraa daura aaegaa
@sarfrazahmadsiddi lkin tb tk tu idr ni rhega,lkin tb tk tu idr ni rhega,lkin tb tk tu idr ni rhega
@sarfrazahmadsiddi masjid 🕌 ka kya hua bhai ? Babri wali masjid ka Suna usko todd diya gaya thaa 1992 mei hi 😂,masjid mosque ka kya hua bhai ? Babri wali masjid ka Suna usko todd diya gaya thaa 1992 mei hi face_with_tears_of_joy,masjid mosque ka kya hua bhai ? babri wali masjid ka suna usko todd diya gaya tha 1992 mei hi face_with_tears_of_joy
@i_jatin_sharma21 इतनी नफरत क्यों,इतनी नफरत क्यों,itanee napharata kyon
@i_jatin_sharma21 किसका रिप्ले है भाई,किसका रिप्ले है भाई,kisakaa riple hai bhaaee
@sarfrazahmadsiddi sahi main kya mulla ji,sahi main kya mulla ji,sahi main kya mulla ji
"@sarfrazahmadsiddi ना हिंदू बुरा है, ना मुसलमान बुरा है, जो लडाई पर उतर आये वॊ हर इंसान बुरा है. जय श्रीराम सर्फराज भाई🚩🚩🙏🏻","ना हिंदू बुरा है, ना मुसलमान बुरा है, जो लडाई पर उतर आये वॊ हर इंसान बुरा है. जय श्रीराम सर्फराज भाई triangular_flag triangular_flag folded_hands_light_skin_tone","naa hindoo buraa hai, naa musalamaana buraa hai, jo ladaaee para utara aaye vò hara insaana buraa hai. jaya shreeraama sarpharaaja bhaaee triangular_flag triangular_flag folded_hands_light_skin_tone"
@sarfrazahmadsiddi sahi. Hai Bhai mandir vahi ban rha hi,sahi. Hai Bhai mandir vahi ban rha hi,sahi. hai bhai mandir vahi ban rha hi
jai shree ram 👏👏,jai shree ram clapping_hands clapping_hands,jai shree ram clapping_hands clapping_hands
Jai shree ram 🙏,Jai shree ram folded_hands,Jai shree ram folded_hands
जो राम जी की तालीम है ना तुम कभी पढ़ पाओगे ना कभी पढ़िए,जो राम जी की तालीम है ना तुम कभी पढ़ पाओगे ना कभी पढ़िए,jo raama jee kee taaleema hai naa tuma kabhee pa.dha paaoge naa kabhee pa.dhie
𝗝𝗮𝘆 𝗝𝗮𝘆 𝘀𝗵𝗿𝗶 𝗿𝗮𝗺,𝗝𝗮𝘆 𝗝𝗮𝘆 𝘀𝗵𝗿𝗶 𝗿𝗮𝗺,𝗝𝗮𝘆 𝗝𝗮𝘆 𝘀𝗵𝗿𝗶 𝗿𝗮𝗺
Jai shree ram 🚩,Jai shree ram triangular_flag,Jai shree ram triangular_flag
Ji,Ji,ji
𝗥𝗮𝗺 𝗵𝗮𝗺 𝗮𝗮 𝗴𝘆𝗲 𝗼𝗿 𝗺𝗮𝗻𝗱𝗶𝗿 𝗯𝗵𝗶 𝘃𝗵𝗶 𝗯𝗮𝗻𝗮𝘂🔥🔥❤️❤️🚩🚩🚩🚩,𝗥𝗮𝗺 𝗵𝗮𝗺 𝗮𝗮 𝗴𝘆𝗲 𝗼𝗿 𝗺𝗮𝗻𝗱𝗶𝗿 𝗯𝗵𝗶 𝘃𝗵𝗶 𝗯𝗮𝗻𝗮𝘂 fire fire red_heart red_heart triangular_flag triangular_flag triangular_flag triangular_flag,𝗥𝗮𝗺 𝗵𝗮𝗺 𝗮𝗮 𝗴𝘆𝗲 𝗼𝗿 𝗺𝗮𝗻𝗱𝗶𝗿 𝗯𝗵𝗶 𝘃𝗵𝗶 𝗯𝗮𝗻𝗮𝘂 fire fire red_heart red_heart triangular_flag triangular_flag triangular_flag triangular_flag
Jai shree Ram 🚩,Jai shree Ram triangular_flag,Jai shree Ram triangular_flag
👍👍,thumbs_up thumbs_up,thumbs_up thumbs_up
"Hum jayenge bhi nahi or bolenge bhi,  arey bolna he to sonia ji wali baat ab bol kr dikhao.. ki Ram to he hee nahi","Hum jayenge bhi nahi or bolenge bhi, arey bolna he to sonia ji wali baat ab bol kr dikhao.. ki Ram to he hee nahi","hum jayenge bhi nahi or bolenge bhi, arey bolna he to sonia ji wali bat ab bol kr dikhao.. ki ram to he hee nahi"
जय जय श्री राम 🚩🚩🚩🚩,जय जय श्री राम triangular_flag triangular_flag triangular_flag triangular_flag,jaya jaya shree raama triangular_flag triangular_flag triangular_flag triangular_flag
Shi baat h itna hi shree ram k ana ka itni khushi to ye congress wale pehle kyu nahi bole k ye cheez galt h use shi kro or balki ulta in logo raam mandir k khilaf  ladai krne k liye log jaye h srm bhi nahi ati dhongi log,Shi baat h itna hi shree ram k ana ka itni khushi to ye congress wale pehle kyu nahi bole k ye cheez galt h use shi kro or balki ulta in logo raam mandir k khilaf ladai krne k liye log jaye h srm bhi nahi ati dhongi log,shi bat h itna hi shree ram k ana ka itni khushi to ye congress wale pehle kyu nahi bole k ye cheez galt h use shi kro or balki ulta in logo ram mandir k khilaf ladai krne k liye log jaye h srm bhi nahi ati dhongi log
जय श्री राम,जय श्री राम,jaya shree raama
jai shree ram 🚩🚩🚩🚩,jai shree ram triangular_flag triangular_flag triangular_flag triangular_flag,jai shree ram triangular_flag triangular_flag triangular_flag triangular_flag
Good morning maam 🙏🙏,Good morning maam folded_hands folded_hands,good morning mam folded_hands folded_hands
Jay shree Ram 🚩🚩🚩,Jay shree Ram triangular_flag triangular_flag triangular_flag,jay shree ram triangular_flag triangular_flag triangular_flag
Jai shree Ram ji ❤️,Jai shree Ram ji red_heart,Jai shree Ram ji red_heart
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart,red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart,red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart
राम पर पॉलिटिक्स गोडी मीडिया,राम पर पॉलिटिक्स गोडी मीडिया,raama para paॉlitiksa godee meediyaa
जय सियाराम❤️❤️,जय सियाराम red_heart red_heart,जय सियाराम red_heart red_heart
Aap patrakar ho ya dharm ka prachark mem😂#godimedia,Aap patrakar ho ya dharm ka prachark mem face_with_tears_of_joy #godimedia,Aap patrakar ho ya dharm ka prachark mem face_with_tears_of_joy #godimedia
Jai Sita Ram,Jai Sita Ram,jai sita ram
जय श्रीराम 🚩,जय श्रीराम triangular_flag,jaya shreeraama triangular_flag
J🔥🔥,J fire fire,J fire fire
Yogi jee ki smile 😎,Yogi jee ki smile smiling_face_with_sunglasses,Yogi jee ki smile smiling_face_with_sunglasses
❤️❤️❤️❤️❤️❤️,red_heart red_heart red_heart red_heart red_heart red_heart,red_heart red_heart red_heart red_heart red_heart red_heart
जय श्री राम,जय श्री राम,jaya shree raama
Jay Shree ram Krishna Hari.,Jay Shree ram Krishna Hari.,jay shree ram krishna hari.
Jai Shree Ram Ji 🙏🚩,Jai Shree Ram Ji folded_hands triangular_flag,Jai Shree Ram Ji folded_hands triangular_flag
😍😍😍😍🙌👏,smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes raising_hands clapping_hands,smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes raising_hands clapping_hands
"Mandir wahin banayenge.. Mandir to bina masjid tode bhi ban şakta tha agar alag hi banana tha. Ye vote ka Dhandha tha, satta ka haramipan..","Mandir wahin banayenge.. Mandir to bina masjid tode bhi ban şakta tha agar alag hi banana tha. Ye vote ka Dhandha tha, satta ka haramipan..","nandir wahin banayenge.. nandir to bina masjid tode bhi ban şakta tha agar alag hi banana tha. ye vote ka dhandha tha, satta ka haramipan.."
Jai ho yogi ji 🔥🔥👏,Jai ho yogi ji fire fire clapping_hands,Jai ho yogi ji fire fire clapping_hands
कांग्रेस करवा लेते फैसला फिर बना देती मंदिर,कांग्रेस करवा लेते फैसला फिर बना देती मंदिर,kaangresa karavaa lete phaisalaa phira banaa detee mandira
Jay jay shree ram,Jay jay shree ram,jay jay shree ram
Jay Shree Ram 🚩,Jay Shree Ram triangular_flag,Jay Shree Ram triangular_flag
Deri ka kaaran sarkare thi💯,Deri ka kaaran sarkare thi hundred_points,deri ka karan sarkare thi hundred_points
नारी शक्ति को नमन करता हूं।। जय श्री राम।।🙌🔥👏,नारी शक्ति को नमन करता हूं।। जय श्री राम।। raising_hands fire clapping_hands,naaree shakti ko namana karataa hoon|| jaya shree raama|| raising_hands fire clapping_hands
@g_pintuबुलडोजर बाबा माननीय योगी जी स्वयंभू हनुमान स्वरूप है।। जय हो राम लला की जय हो।।🙌🔥👏,बाबा माननीय योगी जी स्वयंभू हनुमान स्वरूप है।। जय हो राम लला की जय हो।। raising_hands fire clapping_hands,baabaa maananeeya yogee jee svayanbhoo hanumaana svaroopa hai|| jaya ho raama lalaa kee jaya ho|| raising_hands fire clapping_hands
@g_pintu Manipur waali naari ko b krwa do nman,Manipur waali naari ko b krwa do nman,nanipur wali nari ko b krwa do nman
@mr_rajput_ajit निंदनीय हैं सर।। 😢,निंदनीय हैं सर।। crying_face,nindaneeya hain sara|| crying_face
@g_pintu Toh jubaan zamir kaha chli jaati h tum logo ki tb ??,Toh jubaan zamir kaha chli jaati h tum logo ki tb ??,toh juban zamir kaha chli jati h tum logo ki tb ??
@g_pintu ye nari sakti ni hai ye Paisa ki sakti hai jo bjp ke through Diya gya hai,ye nari sakti ni hai ye Paisa ki sakti hai jo bjp ke through Diya gya hai,ye nari sakti ni hai ye paisa ki sakti hai jo bjp ke through diya gya hai
@__ankit_1.0 😮,face_with_open_mouth,face_with_open_mouth
@mr_rajput_ajit tu Rajput hai ya koi aur mujhe shak hai bhai manipur ata hai juban pe aur baki ke rajya ka kya me khud karnataka se hu yaha kya hal hai hamare hame pata hai. Samjhe,tu Rajput hai ya koi aur mujhe shak hai bhai manipur ata hai juban pe aur baki ke rajya ka kya me khud karnataka se hu yaha kya hal hai hamare hame pata hai. Samjhe,tu rajput hai ya koi aur mujhe shak hai bhai manipur ata hai juban pe aur baki ke rajya ka kya me khud karnataka se hu yaha kya hal hai hamare hame pata hai. samjhe
@krishnarathod43 😂tu nhi h karntak se kannad boli jaati h waha Hindi nhi Wrna ek kaam kr ek baap ka h toh aadhar card bhej apna Dm me,face_with_tears_of_joy tu nhi h karntak se kannad boli jaati h waha Hindi nhi Wrna ek kaam kr ek baap ka h toh aadhar card bhej apna Dm me,face_with_tears_of_joy tu nhi h karntak se kannad boli jati h waha hindi nhi wrna ek kam kr ek bap ka h toh adhar card bhej apna dm me
@krishnarathod43 or KY haal h congress ne Gand me dhnda de rhka h KY ???🤣,or KY haal h congress ne Gand me dhnda de rhka h KY ??? rolling_on_the_floor_laughing,or KY haal h congress ne Gand me dhnda de rhka h KY ??? rolling_on_the_floor_laughing
@mr_rajput_ajit anpad ise hai kehte hai chote,anpad ise hai kehte hai chote,anpad ise hai kehte hai chote
@mr_rajput_ajit tere ko kya shit yr bura laga,tere ko kya shit yr bura laga,tere ko kya shit yr bura laga
@krishnarathod43 tu pda likha hoga na bhej aadhar card agr tu Karnataka se h toh ftt kyu rhi h ab,tu pda likha hoga na bhej aadhar card agr tu Karnataka se h toh ftt kyu rhi h ab,tu pda likha hoga na bhej adhar card agr tu karnataka se h toh ftt kyu rhi h ab
👏👏👏,clapping_hands clapping_hands clapping_hands,clapping_hands clapping_hands clapping_hands
Jai shree ram,Jai shree ram,Jai shree ram
💕👌👌👌💕,two_hearts OK_hand OK_hand OK_hand two_hearts,two_hearts OK_hand OK_hand OK_hand two_hearts
"🔥𝐁øø𝐬𝐭 𝐲𝐨𝐮𝐫 ï𝐧𝐬𝐭𝐚 𝐩𝐫𝐨𝐟𝐢𝐥𝐞 🔥
🫂𝐍ø𝐧 𝐝𝐫ø𝐩 î𝐧𝐝î𝐚𝐧 𝙛ø𝙡𝙡ø𝙬𝙚𝙧𝙨 𝐥î𝐟𝐞𝐭î𝐦𝐞 𝐠𝐮𝐚𝐫𝐚𝐧𝐭𝐞𝐞🫂
------------------------------------------------
99𝙧𝙨  𝙛𝙤𝙧  500  𝙛ø𝙡𝙡ø𝙬𝙚𝙧𝙨 
179𝙧𝙨  𝙛𝙤𝙧  1000  𝙛ø𝙡𝙡ø𝙬𝙚𝙧𝙨 
299𝙧𝙨  𝙛𝙤𝙧  2000  𝙛ø𝙡𝙡ø𝙬𝙚𝙧𝙨 
429𝙧𝙨  𝙛𝙤𝙧  3000  𝙛ø𝙡𝙡ø𝙬𝙚𝙧𝙨 
529𝙧𝙨  𝙛𝙤𝙧  4000  𝙛ø𝙡𝙡ø𝙬𝙚𝙧𝙨 
639𝙧𝙨  𝙛𝙤𝙧  5000  𝙛ø𝙡𝙡ø𝙬𝙚𝙧𝙨 
1249𝙧𝙨  𝙛𝙤𝙧  10000  𝙛ø𝙡𝙡ø𝙬𝙚𝙧𝙨 
----------------------------------------------------
🤗🤗𝐃ê𝐦ø 𝐚𝐥𝐬𝐨 à𝐯𝐚𝐢𝐥𝐚𝐛𝐥𝐞 🤗🤗
----------------------------------------------------",fire 𝐁øø𝐬𝐭 𝐲𝐨𝐮𝐫 ï𝐧𝐬𝐭𝐚 𝐩𝐫𝐨𝐟𝐢𝐥𝐞 fire people_hugging 𝐍ø𝐧 𝐝𝐫ø𝐩 î𝐧𝐝î𝐚𝐧 𝙛ø𝙡𝙡ø𝙬𝙚𝙧𝙨 𝐥î𝐟𝐞𝐭î𝐦𝐞 𝐠𝐮𝐚𝐫𝐚𝐧𝐭𝐞𝐞 people_hugging ------------------------------------------------ 99𝙧𝙨 𝙛𝙤𝙧 500 𝙛ø𝙡𝙡ø𝙬𝙚𝙧𝙨 179𝙧𝙨 𝙛𝙤𝙧 1000 𝙛ø𝙡𝙡ø𝙬𝙚𝙧𝙨 299𝙧𝙨 𝙛𝙤𝙧 2000 𝙛ø𝙡𝙡ø𝙬𝙚𝙧𝙨 429𝙧𝙨 𝙛𝙤𝙧 3000 𝙛ø𝙡𝙡ø𝙬𝙚𝙧𝙨 529𝙧𝙨 𝙛𝙤𝙧 4000 𝙛ø𝙡𝙡ø𝙬𝙚𝙧𝙨 639𝙧𝙨 𝙛𝙤𝙧 5000 𝙛ø𝙡𝙡ø𝙬𝙚𝙧𝙨 1249𝙧𝙨 𝙛𝙤𝙧 10000 𝙛ø𝙡𝙡ø𝙬𝙚𝙧𝙨 ---------------------------------------------------- smiling_face_with_open_hands smiling_face_with_open_hands 𝐃ê𝐦ø 𝐚𝐥𝐬𝐨 à𝐯𝐚𝐢𝐥𝐚𝐛𝐥𝐞 smiling_face_with_open_hands smiling_face_with_open_hands ----------------------------------------------------,fire 𝐁øø𝐬𝐭 𝐲𝐨𝐮𝐫 ï𝐧𝐬𝐭𝐚 𝐩𝐫𝐨𝐟𝐢𝐥𝐞 fire people_hugging 𝐍ø𝐧 𝐝𝐫ø𝐩 î𝐧𝐝î𝐚𝐧 𝙛ø𝙡𝙡ø𝙬𝙚𝙧𝙨 𝐥î𝐟𝐞𝐭î𝐦𝐞 𝐠𝐮𝐚𝐫𝐚𝐧𝐭𝐞𝐞 people_hugging ------------------------------------------------ 99𝙧𝙨 𝙛𝙤𝙧 500 𝙛ø𝙡𝙡ø𝙬𝙚𝙧𝙨 179𝙧𝙨 𝙛𝙤𝙧 1000 𝙛ø𝙡𝙡ø𝙬𝙚𝙧𝙨 299𝙧𝙨 𝙛𝙤𝙧 2000 𝙛ø𝙡𝙡ø𝙬𝙚𝙧𝙨 429𝙧𝙨 𝙛𝙤𝙧 3000 𝙛ø𝙡𝙡ø𝙬𝙚𝙧𝙨 529𝙧𝙨 𝙛𝙤𝙧 4000 𝙛ø𝙡𝙡ø𝙬𝙚𝙧𝙨 639𝙧𝙨 𝙛𝙤𝙧 5000 𝙛ø𝙡𝙡ø𝙬𝙚𝙧𝙨 1249𝙧𝙨 𝙛𝙤𝙧 10000 𝙛ø𝙡𝙡ø𝙬𝙚𝙧𝙨 ---------------------------------------------------- smiling_face_with_open_hands smiling_face_with_open_hands 𝐃ê𝐦ø 𝐚𝐥𝐬𝐨 à𝐯𝐚𝐢𝐥𝐚𝐛𝐥𝐞 smiling_face_with_open_hands smiling_face_with_open_hands ----------------------------------------------------
