Original_Comment,Cleaned_Comment,Transliterated_Comment
Dksjsh❌dosesj✅🤣🤣🤣🤣,Dksjsh cross_mark dosesj check_mark_button rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,Dksjsh cross_mark dosesj check_mark_button rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing
हेच का हिंदुत्व म्हणायचं ..अजून शिवसेनेत आहे दुर्दैव आहे ..,हेच का हिंदुत्व म्हणायचं ..अजून शिवसेनेत आहे दुर्दैव आहे ..,hecha kaa hindutva mhanaayachan ..ajoona shivaseneta aahe durdaiva aahe ..
Dhruv rathi jayse doglo ko aap sab itna serious mtt liya karo faltu me popularty dete ho rathi rathi karke,Dhruv rathi jayse doglo ko aap sab itna serious mtt liya karo faltu me popularty dete ho rathi rathi karke,dhruv rathi jayse doglo ko ap sab itna serious mtt liya karo faltu me popularty dete ho rathi rathi karke
Jese inka bhai ese lete apni biwi ka b krdo🙌🙌😢 sala r bazi krte,Jese inka bhai ese lete apni biwi ka b krdo raising_hands raising_hands crying_face sala r bazi krte,jese inka bhai ese lete apni biwi ka b krdo raising_hands raising_hands crying_face sala r bazi krte
लोड़ी डॉन गांड मरेगा कौन 😁😁,लोड़ी डॉन गांड मरेगा कौन beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes,लोड़ी डॉन गांड मरेगा कौन beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes
ഈ പൂറിമക്കളെ കാല് വെട്ടി ഇടാൻ അവിടെ ആരും ഇല്ലേ..... അവന്ടെയൊക്കെ അമ്മയുടെ കളിസ്ഥാൻ,ഈ പൂറിമക്കളെ കാല് വെട്ടി ഇടാൻ അവിടെ ആരും ഇല്ലേ..... അവന്ടെയൊക്കെ അമ്മയുടെ കളിസ്ഥാൻ,ഈ പൂറിമക്കളെ കാല് വെട്ടി ഇടാൻ അവിടെ ആരും ഇല്ലേ..... അവന്ടെയൊക്കെ അമ്മയുടെ കളിസ്ഥാൻ
Ese karke hi Pak Bangladesh Myanmar afgan kitne desh bne gaae,Ese karke hi Pak Bangladesh Myanmar afgan kitne desh bne gaae,ese karke hi pak bangladesh nyanmar afgan kitne desh bne gae
Jai shree Ram 🚩🚩jai moodi🔥🔥🔥,Jai shree Ram triangular_flag triangular_flag jai moodi fire fire fire,Jai shree Ram triangular_flag triangular_flag jai moodi fire fire fire
Khamba gadha nahi. Kuttiya mootne bhi aa gai.,Khamba gadha nahi. Kuttiya mootne bhi aa gai.,khamba gadha nahi. kuttiya mootne bhi a gai.
Wo kuch bhi bhonke lekin sacchai yahi hai ki Bhagwan Ram  ka mandir  ban gaya. Jai Shri Ram,Wo kuch bhi bhonke lekin sacchai yahi hai ki Bhagwan Ram ka mandir ban gaya. Jai Shri Ram,wo kuch bhi bhonke lekin sacchai yahi hai ki bhagwan ram ka mandir ban gaya. jai shri ram
https://youtu.be/onQEBis7AO0?si=NKEhTN_vlEiBkcwU  full videos dekho andhbhakto .. kab tak apni jahilat ka mujahira karte rhoge dallo 😂😂,https://youtu.be/onQEBis7AO0?si=NKEhTN_vlEiBkcwU full videos dekho andhbhakto .. kab tak apni jahilat ka mujahira karte rhoge dallo face_with_tears_of_joy face_with_tears_of_joy,https://youtu.be/onQEBis7AO0?si=NKEhTN_vlEiBkcwU full videos dekho andhbhakto .. kab tak apni jahilat ka mujahira karte rhoge dallo face_with_tears_of_joy face_with_tears_of_joy
Jichya naavat ch andhaare tila kaay kalnar ujed😂😂😂😂,Jichya naavat ch andhaare tila kaay kalnar ujed face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Jichya naavat ch andhaare tila kaay kalnar ujed face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Eat 5 star and do nothing 💀,Eat 5 star and do nothing skull,Eat 5 star and do nothing skull
@dhruvrathee Kyu re German Shepherd! Khud India chod k tu German me G mara raha hai aur phir itna bhok kyu raha hai.,Kyu re German Shepherd! Khud India chod k tu German me G mara raha hai aur phir itna bhok kyu raha hai.,kyu re german shepherd! khud eendia chod k tu german me g mara raha hai aur phir itna bhok kyu raha hai.
IT cell balo ab ese lge rho paw paw k 400 par to kra diye 😂😂😂😂,IT cell balo ab ese lge rho paw paw k 400 par to kra diye face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,IT cell balo ab ese lge rho paw paw k 400 par to kra diye face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Stop talking nonsense …stop spreading hatred…he deserved to win…Munawar Faruqui all the way,Stop talking nonsense …stop spreading hatred…he deserved to win…Munawar Faruqui all the way,Stop talking nonsense …stop spreading hatred…he deserved to win…Munawar Faruqui all the way
Bhai itna khul ke Bharat mein baith ke National TV pe bol rha h Aur inhe Darr lagta h Bharat mein 😂,Bhai itna khul ke Bharat mein baith ke National TV pe bol rha h Aur inhe Darr lagta h Bharat mein face_with_tears_of_joy,Bhai itna khul ke Bharat mein baith ke National TV pe bol rha h Aur inhe Darr lagta h Bharat mein face_with_tears_of_joy
Chamche nhi dikh rhe hai 😂😂,Chamche nhi dikh rhe hai face_with_tears_of_joy face_with_tears_of_joy,Chamche nhi dikh rhe hai face_with_tears_of_joy face_with_tears_of_joy
🤣🤣🤣🤣🤣🤣🤣🤣🔥🔥🔥🔥🔥🔥🤣🤣🤣🤣🤣🤣🔥🔥🔥,rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing fire fire fire fire fire fire rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing fire fire fire,rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing fire fire fire fire fire fire rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing fire fire fire
Dar Ki M K B 😂,Dar Ki M K B face_with_tears_of_joy,Dar Ki M K B face_with_tears_of_joy
Vah laude 😂😂😂😂,Vah laude face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Vah laude face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
ही रांड आहे बुधवार पेठे वाली 150 रुपय,ही रांड आहे बुधवार पेठे वाली 150 रुपय,hee raanda aahe budhavaara pethe vaalee 150 rupaya
Ab dekh lo doglo 🤣🤣🤣khatakhat khatakhat.. Ab bhag jao fatafat fatafat 😂😂😂😂,Ab dekh lo doglo rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing khatakhat khatakhat.. Ab bhag jao fatafat fatafat face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Ab dekh lo doglo rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing khatakhat khatakhat.. Ab bhag jao fatafat fatafat face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Or fir mai usko pura sach bataunga 😂😂😂,Or fir mai usko pura sach bataunga face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Or fir mai usko pura sach bataunga face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Inko to thanos se milwa de ek baar,Inko to thanos se milwa de ek baar,eenko to thanos se milwa de ek bar
Hug dia german shepherd ki one sided story pr @dhruvrathee  kutte.. Ab chup rahio,Hug dia german shepherd ki one sided story pr kutte.. Ab chup rahio,Hug dia german shepherd ki one sided story pr kutte.. Ab chup rahio
सीना ठोक के कहते है हम हिन्दू है,सीना ठोक के कहते है हम हिन्दू है,seenaa thoka ke kahate hai hama hindoo hai
"Kiti to neechpana ya nai cha,aamcjya devala evde ghan bolali hi","Kiti to neechpana ya nai cha,aamcjya devala evde ghan bolali hi","kiti to neechpana ya nai cha,amcjya devala evde ghan bolali hi"
😂😂😂😂😂😂vote k chkr me khtakht ho gya enka bhi..,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy vote k chkr me khtakht ho gya enka bhi..,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy vote k chkr me khtakht ho gya enka bhi..
Bahhut galat kiya sala nehru hindu rastra hai hmara hindustan 🚩,Bahhut galat kiya sala nehru hindu rastra hai hmara hindustan triangular_flag,bahhut galat kiya sala nehru hindu rastra hai hmara hindustan triangular_flag
Bahan k sooar paida karte hain apni ye bahano ko biwi bana kar😂😂,Bahan k sooar paida karte hain apni ye bahano ko biwi bana kar face_with_tears_of_joy face_with_tears_of_joy,Bahan k sooar paida karte hain apni ye bahano ko biwi bana kar face_with_tears_of_joy face_with_tears_of_joy
😂😂😂😂😂😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Bolo jai shree Ram 🚩🔥,Bolo jai shree Ram triangular_flag fire,Bolo jai shree Ram triangular_flag fire
आपकी बार सबकी दुकान बंद होगी... क्यूकी आखे पब्लिक को मालूम है BJP आने वाली है..👌,आपकी बार सबकी दुकान बंद होगी... क्यूकी आखे पब्लिक को मालूम है BJP आने वाली है.. OK_hand,aapakee baara sabakee dukaana banda hogee... kyookee aakhe pablika ko maalooma hai bjp aane vaalee hai.. ok_hand
Himmati hai🔥 Ram aur UP wale kabhi kisi neta k nahi hue. Dharm ka palan kro kisi neta ka nhi ✅,Himmati hai fire Ram aur UP wale kabhi kisi neta k nahi hue. Dharm ka palan kro kisi neta ka nhi check_mark_button,himmati hai fire ram aur oop wale kabhi kisi neta k nahi hue. dharm ka palan kro kisi neta ka nhi check_mark_button
Tujhse bada dalal chatukaar midiya hai hi nahi India me chatukaar 😂😂😂😂,Tujhse bada dalal chatukaar midiya hai hi nahi India me chatukaar face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Tujhse bada dalal chatukaar midiya hai hi nahi India me chatukaar face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
सगळे तुझ्या सारखेच छिनाल नसतात 😡😡😡,सगळे तुझ्या सारखेच छिनाल नसतात enraged_face enraged_face enraged_face,sagale tujhyaa saarakhecha chinaala nasataata enraged_face enraged_face enraged_face
Ab ek lakh rupees har mahila ko milenge.band gobhi sabse pahle aayi hain,Ab ek lakh rupees har mahila ko milenge.band gobhi sabse pahle aayi hain,aab ek lakh rupees har mahila ko milenge.band gobhi sabse pahle ayi hain
Only uniform civil code is answer to Allah,Only uniform civil code is answer to Allah,Only uniform civil code is answer to Allah
Jay Shri Ram 🔥💪🦁⚔️📿,Jay Shri Ram fire flexed_biceps lion crossed_swords prayer_beads,Jay Shri Ram fire flexed_biceps lion crossed_swords prayer_beads
Randiya or kar bhai kay sakti Hai uamay say hai oo😂😂😂,Randiya or kar bhai kay sakti Hai uamay say hai oo face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Randiya or kar bhai kay sakti Hai uamay say hai oo face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Kuch na Karo dar ki maa ki ch*t,Kuch na Karo dar ki maa ki ch*t,kuch na karo dar ki ma ki ch*t
Chutiya bnaya tumko.😂😂😂,Chutiya bnaya tumko. face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Chutiya bnaya tumko. face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
In this case Man 👞👞👞👞,In this case Man man’s_shoe man’s_shoe man’s_shoe man’s_shoe,In this case Man man’s_shoe man’s_shoe man’s_shoe man’s_shoe
Elvish bahi. Kidar ho ap 😡,Elvish bahi. Kidar ho ap enraged_face,Elvish bahi. Kidar ho ap enraged_face
बेटा ध्रुव राठी अभी और पढ़ के आओ😎,बेटा ध्रुव राठी अभी और पढ़ के आओ smiling_face_with_sunglasses,बेटा ध्रुव राठी अभी और पढ़ के आओ smiling_face_with_sunglasses
Bade Bhai ho bade Bhai maa chudane gye 😂😂😂😂,Bade Bhai ho bade Bhai maa chudane gye face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Bade Bhai ho bade Bhai maa chudane gye face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
What a Speed flash crying in corner 😭,What a Speed flash crying in corner loudly_crying_face,What a Speed flash crying in corner loudly_crying_face
चाचा लहंगा समेट लिजिए नही हो 😂😂😂,चाचा लहंगा समेट लिजिए नही हो face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,चाचा लहंगा समेट लिजिए नही हो face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
🗿 ee emoji meaning anti bro,moai ee emoji meaning anti bro,moai ee emoji meaning anti bro
Ha bhai German shepherd kaha h ab bol 😂😂,Ha bhai German shepherd kaha h ab bol face_with_tears_of_joy face_with_tears_of_joy,Ha bhai German shepherd kaha h ab bol face_with_tears_of_joy face_with_tears_of_joy
