Original_Comment,Cleaned_Comment
@Barn_sparrow Aapko doubt hai.. Apna phone number dijiye.. Abhi doubt door kiye dete hai ,aaapko doubt hai.. aapna phone number dijiye.. aabhi doubt door kiye dete hai
hahaha very nice maine bhi kai bar kiya h .,hahaha very nice maine bhi kai bar kiya h .
RT @s_navroop : AC EMU MILI NA !!! @HeadlinesToday : Suresh Prabhu's #RailBudget2015 disappoints Shiv Sena as ' Maharashtra didn't get anythi,RT : AC EMU MILI NA !!! : Suresh Prabhu's #RailBudget2015 disappoints Shiv Sena as ' Maharashtra didn't get anythi
Yes Aero totally rocks ,Yes Aero totally rocks
gantantra divas ke laddu wah bhai kya baat kya baat kya baat .  .  .,gantantra divas ke laddu wah bhai kya bat kya bat kya bat . . .
meri purani hai @integrated_me isse door rahiyo,meri purani hai isse door rahiyo
Dil aur DMaag hamesha khule hone chahiye.,dil aur dnag hamesha khule hone chahiye.
"@Atheist_Krishna aur agar aaj koi kuch bola to ""bura na mano holi hai"" @bhaiyyajispeaks","aur agar aj koi kuch bola to ""bura na mano holi hai"""
Ab @ArvindKejriwal apna Janlokpal ka vaada kab poora kar rahe hai ??,aab apna janlokpal ka vada kab poora kar rahe hai ??
@CescyJose mere sapnon ki Rani kab aayegi tu?,mere sapnon ki rani kab ayegi tu?
"300, crore insha Allah","300, crore insha Allah"
same here bassss 20 ki jageh 5 milte the maa se .  .   .   .  :),same here bassss 20 ki jageh 5 milte the ma se . . . .
@Insane_chorri mein to Bhopal me hi kha raha,mein to bhopal me hi kha raha
@GreySasquatch lol! Haar gaye?,lol! har gaye?
"RT @KejriTrolls : Modi ji , aapne kisi aur ko exam likhne bheja hoga . Syllabus se kuch sawaal mein poonchu toh ans de paaoge aap ? Bolo bolo ..","rt : nodi ji , apne kisi aur ko exam likhne bheja hoga . syllabus se kuch sawal mein poonchu toh ans de paoge ap ? bolo bolo .."
"RT @fanthegame : Vo sirf STAR nahi hai , Duniya hai meri ! Watch trailer https://t.co/8iFTZvjYPe #KheloFansKhelo @FanTheFilm @yrf https://t.â€¦","rt : vo sirf staar nahi hai , duniya hai meri ! watch trailer #khelofanskhelo €¦"
"Subah cheez hi aisi hai, mujhe raat pasand hai","subah cheez hi aisi hai, mujhe rat pasand hai"
RT @bhavanakumari9 : Mujhe old man bahut pasand h,rt : nujhe old man bahut pasand h
bhai guddu .  . kamaal kardi yr .  . apne bhai pe gya h tu bilkul .,bhai guddu . . kamal kardi yr . . apne bhai pe gya h tu bilkul .
"Aakaash : Oh Boy , Jason Roy ... Jason Roy : Aakaah ChupRe .. #ENGvNZ","aaakash : oh boy , jason roy ... jason roy : aaakah chupre .. #engvnz"
"kuch garam ya thanda khane se agar daanton me tez jhanjhanahat ho ,  to use sensitivity kahte hain .  .  .  . ","kuch garam ya thanda khane se agar danton me tez jhanjhanahat ho , to use sensitivity kahte hain . . . ."
RT @sudhirchaudhary : Good to see Manoj Kumar at the centrestage once agn ! The original Bharat Kumar who brought patriotism to IndianCinema h,RT : Good to see Manoj Kumar at the centrestage once agn ! The original Bharat Kumar who brought patriotism to IndianCinema h
Petrol prices hike kya koi bhi virodh karne wala nahi bacha @thewirehindi @PatrikaNews @ravishndtv #petrolPrice #GST,petrol prices hike kya koi bhi virodh karne wala nahi bacha #petrolprice #gst
kya kre maa ka payar h pagle :p,kya kre ma ka payar h pagle
procrastinating .i need to get ready for the 6th district chicago police rally against violence .chi-town cheer will be performing .king dr .,procrastinating .i need to get ready for the 6th district chicago police rally against violence .chi-town cheer will be performing .king dr .
@huh_watnow kitni baar bhi bhejo kam hai @twinitisha,kitni bar bhi bhejo kam hai
@Heerahee tu mahan hai,tu mahan hai
mom: why are you listening to plies early sunday morning ?me: *blank stare* *pause* my strip club name is mr .will-throw-it *walks away*,mom: why are you listening to plies early sunday morning ?me: *blank stare* *pause* my strip club name is mr .will-throw-it *walks away*
@MeetUunngLee bhai tu mil raha hai weekend. Thats it,bhai tu mil raha hai weekend. thats it
@Aniket_bhau @SanikaRanade bahot hasi aarahi hai tujhe?,bahot hasi arahi hai tujhe?
@RowdyTalks 2 in 1 hai,2 in 1 hai
Aap bhi bohot handsome lag rahe the aur baachhi bhi bohot cute thi. Charming song. Mazza aa gayi thi. :) :) :),Aap bhi bohot handsome lag rahe the aur baachhi bhi bohot cute thi. Charming song. Mazza aa gayi thi.
"Kejriwal: Time kya hua hai?
 Ashutosh: Sir 12:30 1/1
 Kejriwal: Kya bola, sahi se bol.
 Ashutosh: Ab ho gaye 12:31 1/2.","kejriwal: time kya hua hai? aashutosh: sir 12:30 1/1 kejriwal: kya bola, sahi se bol. aashutosh: aab ho gaye 12:31 1/2."
"@Dhavalkate soch., achhi baatein karni hi nahi chahiye","soch., achhi batein karni hi nahi chahiye"
Lagta hai Modi ji ka jio wala pack khatam ho Gaya hai tabhi tweet nahi kar rahe #RightToPrivacy par @JhaSanjay @mukeshtiwariji @DwaipayanM,lagta hai nodi ji ka jio wala pack khatam ho gaya hai tabhi tweet nahi kar rahe #righttoprivacy par
temple run --> an endless run for money gud one :),temple run --> an endless run for money gud one
Relationship status: wo kya hota hai?,Relationship status: wo kya hota hai?
"Aur is baar jo proof maange "" chahe wo khi ka #CM hi q na ho "" seedha #Goli _ maar _ do _ unko _ V","aaur is bar jo proof mange "" chahe wo khi ka #cn hi q na ho "" seedha #goli _ mar _ do _ unko _ v"
@indiantweeter Jain ration gap ho jaega.,jain ration gap ho jaega.
aj apne hum sbko bht hurt kiye salman...apse ye umid nhi thi hum sb ko :-(...bt m also luv u salman...:),aj apne hum sbko bht hurt kiye salman...apse ye umid nhi thi hum sb ko :-(...bt m also luv u salman...
Hitendra Katiyar Saharsha Keshkar Sanket Rathi Akhil Sharma Manish Chalana ... Bihari Bengali h kya ?,hitendra katiyar saharsha keshkar sanket rathi aakhil sharma nanish chalana ... bihari bengali h kya ?
"tere liye maaf, tu jab bhi aaye aur milne ka mood ho toh bata dena. @akshaykanitkar @MePurplelicious","tere liye maf, tu jab bhi aye aur milne ka mood ho toh bata dena."
@KyaUkhaadLega bhigo ke maarte ho har baat pe,bhigo ke marte ho har bat pe
"#LiesMenTell Woh pareshaan karte rahe, hum kaam karte rahe - Kejru","#liesnentell woh pareshan karte rahe, hum kam karte rahe - kejru"
Kabhi bharat k 1 karode #santramplji k anuyayeeyon k man ki bhi suno jo 681 din se nyaya mang rahe h #ProteinPledge #CriminalAAP #Trump,kabhi bharat k 1 karode #santramplji k anuyayeeyon k man ki bhi suno jo 681 din se nyaya mang rahe h #proteinpledge #criminalaaaap #trump
"Paisa kya hai, aaj hai kal nahi, parso hai - Baburao Ganpatrao Apte","paisa kya hai, aj hai kal nahi, parso hai - baburao ganpatrao aapte"
faisal bhai ....itna waqt kyu lagate ho apne fans se mukhatib hone mein ..,faisal bhai ....itna waqt kyu lagate ho apne fans se mukhatib hone mein ..
"guddu tri series aur test series mein , kya lene gya tha ??","guddu tri series aur test series mein , kya lene gya tha ??"
Trump banne ki koshish.. matlab ab yugpurush ji US Prez ka chunaav ladenge ?? God save America @angryoungwoman,trump banne ki koshish.. matlab ab yugpurush ji oos prez ka chunav ladenge ?? god save aamerica
"Khud ba khud radicalize ho gaya, bas baithe baithe","khud ba khud radicalize ho gaya, bas baithe baithe"
Kitthe reh gaye sallu ji 04:07 ho gye,Kitthe reh gaye sallu ji 04:07 ho gye
@ExSecular aaj to mehenga wala maal mangwaya hai @OfficeOfRG ne,aj to mehenga wala mal mangwaya hai ne
Hasee toh bhi nahi phasee. #UpcomingSequels,Hasee toh bhi nahi phasee. #UpcomingSequels
RT @ImVKohlisAngel : @RainaKiGudia Awwwww cutuuuuu .... Thankuuuu love ... Good night,rt : aawwwww cutuuu .... thankuu love ... good night
Dhoni should remind Faf abt IPL !! Agar khelna hai toh out ho jaa !! Hussey z back in d team !!! #justsaying #IndiaVsSouthAfrica,Dhoni should remind Faf abt IPL !! Agar khelna hai toh out ho jaa !! Hussey z back in d team !!! #justsaying #IndiaVsSouthAfrica
@Sand_In_Deed sabko samaj me aaya hi nahi ,sabko samaj me aya hi nahi
@Pluuummm Matlab pi hai,natlab pi hai
@village_wale oye Shashi sabudana khichdi hai . See prooerly,oye shashi sabudana khichdi hai . see prooerly
iss @LoKarDi_RT se compliment? Sigh. Isne mujhe kabhi achha nahi bola hao,iss se compliment? Sigh. Isne mujhe kabhi achha nahi bola hao
i think wearing weird clothes and chappals mean we are innocent.train us with your own risk :d,i think wearing weird clothes and chappals mean we are innocent.train us with your own risk
Tu odd pe Karan Johar ke saath aur even pe Bobby Darling ke saath soya karhttps://twitter.com/Atheist_Krishna/status/682871268610191361Â â€¦,tu odd pe karan johar ke sath aur even pe bobby darling ke sath soya â€¦
bay area heads !i'll be on the piano at yoshi's san fran this sunday playing with the one n only dwight trible - http/URL,bay area heads !i'll be on the piano at yoshi's san fran this sunday playing with the one n only dwight trible -
@sawlanis2 Gunda raj aur jungle raj dono samapti ki or hai..Bus dekhte jao #BJPAheadMGBDead,gunda raj aur jungle raj dono samapti ki or hai..bus dekhte jao #bjpaaheadngbdead
@zoomphatak iss baar thoda zyada easy ho gaya,iss bar thoda zyada easy ho gaya
Phir bhi paap nahi dhulenge tere Kaju https://twitter.com/KajuBadamChor/status/756433421576970240Â â€¦,phir bhi pap nahi dhulenge tere kaju â€¦
"Kejri Yogendra se pareshan.
 Modi Yogi se pareshan.
 Musalman Yoga se pareshan.",kejri yogendra se pareshan. nodi yogi se pareshan. nusalman yoga se pareshan.
"Fan: Jai Shree Ram
 Anupam Kher: Jai Shree Ram
 Fan: Om Jai Jagdish
 Anupam Kher: y u do dis to me :(",fan: jai shree ram aanupam kher: jai shree ram fan: om jai jagdish aanupam kher: y u do dis to me
@Atheist_Krishna ye saare paise rakh le aur meri suhaagraat pe national anthem mat bajanapic.twitter.com/Pg46hCOq4l,ye sare paise rakh le aur meri suhagrat pe national anthem mat
@supaarwoman Chhod na.. Itni si baat ke liye kisi ki naukari mat cheen @ishaan21,chhod na.. eetni si bat ke liye kisi ki naukari mat cheen
@Ibleed_sarcasm angrez chale gaye.. Inke chhod gaye @RichaMaddyBon @Prachiekins,angrez chale gaye.. Inke chhod gaye
@ashutosh83B pyaar bech ke faayda kamate ho.. Dilli ki janta kabhi maaf nahi karegi,pyar bech ke fayda kamate ho.. dilli ki janta kabhi maf nahi karegi
"@someUSER c'mon guys fix this please ,i dont want this to end up how diablo iii did .......: . (","c'mon guys fix this please ,i dont want this to end up how diablo iii did .......: . ("
"Haha, awaaz zyada badi aati hai. Na?","haha, awaz zyada badi ati hai. na?"
@lady_gabbar paisa bolta hai,paisa bolta hai
#ModiKaBudget #Budget2015 #Indianbudget #SuperBudget 5 ultra major power projects http://t.co/4Qg5JfmqYN,#nodikabudget #budget2015 #eendianbudget #superbudget 5 ultra major power projects
Chacha jaan ye biwi hai keema paav nahi.pic.twitter.com/KTTMl4kZaS,chacha jan ye biwi hai keema pav
Phir toh Swiss bank me kitna Paisa Hai wo bhi #RightToPrivacy hoga ?,Phir toh Swiss bank me kitna Paisa Hai wo bhi #RightToPrivacy hoga ?
Happy Mahashivratri folks :) .. Har Har Bole .. Om Namah Shivay,Happy Mahashivratri folks .. Har Har Bole .. Om Namah Shivay
nothing equivalent to moms .,nothing equivalent to moms .
@Rialisticme ek bechare ladke ki khushi nahi dekhi jaati tumse?,ek bechare ladke ki khushi nahi dekhi jati tumse?
ladka gaming mai khoya hua hai.... ,ladka gaming mai khoya hua hai....
PIB_India #UHF RT airnewsalerts : RT MIB_India FAQs on #RailBudget2015 - Procedure of approval of Rail Budget by Pa http://t.co/aU6k1nt9VG,PIB_India #UHF RT airnewsalerts : RT MIB_India FAQs on #RailBudget2015 - Procedure of approval of Rail Budget by Pa
@tweettabulous yaar man ki hi toh baat ki thi! LOL,yar man ki hi toh bat ki thi! lol
"Isse lag raha hai main ladki hu. 
 Aise DM's aate hai mujhe.pic.twitter.com/qIEfUNmtwL",eesse lag raha hai main ladki hu. aaise dn's ate hai
@DefucktiveHumor abhi itna darr Gaye hai ke rally Rok rahe hai..Par kya fayda ? #NitishKaChehraDiveshSehra,abhi itna darr gaye hai ke rally rok rahe hai..par kya fayda ? #nitishkachehradiveshsehra
Bhai koi iske tweet copy karo.. Ye khud ke tweet copy kiye jaa raha hai.. Koi RT bhi nahi karta pic.twitter.com/sUyah8zReK,bhai koi iske tweet copy karo.. ye khud ke tweet copy kiye ja raha hai.. koi rt bhi nahi karta
@akshaykanitkar nahi bhai Gujarat@BabaBakChod,nahi bhai gujarat
@FarhanKVirk sharjeel Motey kaddu ms talent bhi nahi hai,sharjeel notey kaddu ms talent bhi nahi hai
"When Sagarika was born doctor said ""Mubarak ho aur Shubhkamnayen bhi""","when sagarika was born doctor said ""nubarak ho aur shubhkamnayen bhi"""
"Kis Kisko Pyaar Karoon - Official Trailer - Kapil Sharma , Arbaaz Khan , Eli Avram & Manjari Phadnis http://t.co/XDhFJyi8jQ","kis kisko pyar karoon - official trailer - kapil sharma , aarbaz khan , eli aavram & nanjari phadnis"
Are beimano #SurgicalStrike pe tumhi log Pakistan ki tarah evidence mang rahe thena ??? Tumhara Fake Emotion sab Hindustani jan chuke he ab !,aare beimano #surgicalstrike pe tumhi log pakistan ki tarah evidence mang rahe thena ??? tumhara fake emotion sab hindustani jan chuke he ab !
bb will be huge blockbuster. aap jiyo hajaro saal.,bb will be huge blockbuster. ap jiyo hajaro sal.
"Tum chahte ho mujh par police case ho jaaye <\3 
 :'(",tum chahte ho mujh par police case ho jaye <\3 :'(
@itsmanimozhian mar ja bhai,mar ja bhai
nikon has once again proven it's a small world after all with the latest...- herald sun http/URL,nikon has once again proven it's a small world after all with the latest...- herald sun
#ZarooratHai ab saare duniya se #TRUMP k khilaaf awaaz uthe,#zaroorathai ab sare duniya se #troonp k khilaf awaz uthe
"@bhaiyyajispeaks Kya baat hai, maine bhi koshish ki this Shraddha Kapoor ki photo banane ke liye magar Jadoo jaise ban gayi kuch.","kya bat hai, maine bhi koshish ki this shraddha kapoor ki photo banane ke liye magar jadoo jaise ban gayi kuch."
@kachra_peti haan ok.. Mere ghar ke paas me hai @HathwalaThakur,han ok.. nere ghar ke pas me hai
@DrShobha Maam mausam achcha hai.. To socha ghoomne jaane se pehle pooch lu@BDUTT @ChouhanShivraj,nam mausam achcha hai.. to socha ghoomne jane se pehle pooch lu
@someUSER @someUSER nooooooooo !!!!!!maybe you can just look over it right before the test tomorrow and do that first,nooooooooo !!!!!!maybe you can just look over it right before the test tomorrow and do that first
@Ojasism bhai so ja,bhai so ja
@vikrantkumar ye baat to hai.,ye bat to hai.
Rahul Gandhi is rich man's Tejaswi Yadav.,rahul gandhi is rich man's tejaswi yadav.
@toastingtoaster Bhai ne driver ko fasa diya,bhai ne driver ko fasa diya
shaan is like ..question kahin mujh par na aajaye :p,shan is like ..question kahin mujh par na ajaye
RT @helloanand : Brilliant answer by Dhoni when a media guy asked about his retirement - https://t.co/irgS0ieIex,RT : Brilliant answer by Dhoni when a media guy asked about his retirement -
"Okay, done! Usko bhi make up lagana, ok?","okay, done! oosko bhi make up lagana, ok?"
@barkhasbutt @ashutosh83B Delhi aakar bigad gayi hai,delhi akar bigad gayi hai
"Shoaib Akhtar to @SrBachchan , sir aap jawani mai cricket khele hai , to aap bowler the ya batsman @msarosh #IndvsPak","shoaib aakhtar to , sir ap jawani mai cricket khele hai , to ap bowler the ya batsman #eendvspak"
@LEDtvn adhi duniya ko to dikha chuki ho,adhi duniya ko to dikha chuki ho
"Tum mujhe varghani do, main tumhe paavti dunga.","tum mujhe varghani do, main tumhe pavti dunga."
this is fake news shame on you media usa how much given you money blady media.......,this is fake news shame on you media usa how much given you money blady media.......
usse dikkat nahi.. dikkat dikhawa ka hai,usse dikkat nahi.. dikkat dikhawa ka hai
RT @The_Bapu7 : Virat Kohli Warming Up ! Whoaaaaaa Pehli Baar Accha Lag Raha Hai Use Dekhke Ã°Å¸Ëœâ€ºÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š,rt : virat kohli warming oop ! whoaaa pehli bar aaccha lag raha hai oose dekhke ã°å¸ëœâ€ºã°å¸ëœâ€šã°å¸ëœâ€š
4 baj gaye.....par party aabhi Baaki he....sallu bhai,4 baj gaye.....par party abhi baki he....sallu bhai
"Kya tumne kabhi kisi ko DP ke liye follow kiya?
 Kiyaaa
 Aur usne tumhe disappoint kiya?
 Kiyaaa..
 Mujhe bhi kiya",kya tumne kabhi kisi ko dp ke liye follow kiya? kiyaa aaur usne tumhe disappoint kiya? kiyaa.. nujhe bhi kiya
@PoojaMissra pure Bihar ke tukde kar diye hai nitish ne#FailedCMNitish,pure bihar ke tukde kar diye hai nitish ne#failedcnnitish
@twinitisha maine to nahi lagayee,maine to nahi lagayee
@friendlii_ghost okay sir. hamare bhi din aayenge,okay sir. hamare bhi din ayenge
Kal bhi paani nahi aaya tha waise! #Budget2016https://twitter.com/ArvindKejriwal/status/704247260461150208Â â€¦,kal bhi pani nahi aya tha waise! # â€¦
@SharyAhmad19 . Fazool batein kr rahi hai Ã°Å¸ËœÂ¡,. fazool batein kr rahi hai ã°å¸ëœâ¡
"@HiighBeta
 Chal ghoomne mere saath.. In my car..
 Tera pyaar pyaar pyaar hukka baar @Insane_chorri",chal ghoomne mere sath.. een my car.. tera pyar pyar pyar hukka bar
@Shockraborty Mummy aap hamesha mujhe hi daant lagati ho :( beta tum ghar ke bade ho na,nummy ap hamesha mujhe hi dant lagati ho beta tum ghar ke bade ho na
@dan1shmemon bhai theek se padh kya likha hai plz,bhai theek se padh kya likha hai plz
#saynotocorruption #timetochange say no to dummies jinke pass khud ka dimaag nahi dusro k kahne par chalte hai #MakeInIndia,#saynotocorruption #timetochange say no to dummies jinke pass khud ka dimag nahi dusro k kahne par chalte hai #nakeeeneendia
true !! joke haiÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š accha maazak hai @rajabetasharad https://t.co/F6RCbgnkBm,true !! joke haiã°å¸ëœâ€šã°å¸ëœâ€šã°å¸ëœâ€š accha mazak hai
@iamsonisinghal dhaniye ki chatni me namak kam reh gaya,dhaniye ki chatni me namak kam reh gaya
bhai angreji batao na kuch.. kuch samaj ni aa raha,bhai angreji batao na kuch.. kuch samaj ni a raha
"""Na bhai na, aise thodi hota hai, ye aate time bhi window seat pe baitha tha"" #AUSvPAKpic.twitter.com/PpTsXLrl1b","""Na bhai na, aise thodi hota hai, ye aate time bhi window seat pe baitha tha"" #"
